name,fuel,capacity,owner,cost,average_generation,annual_revenue,annual_operating_expense,annual_profit,payback_period,npv,roi,irr
UK Solar (Lower Newton) LLP,1,11.929,Novus Solar Developments,17.29705,18079.24567,3.616042585,0.451981142,3.164061443,5.466723801,43.28355918,250.2366541,6.009466165
Eakring Solar Farm,1,11.9,Lightsource Renewable Energy,17.255,18035.29412,3.607252274,0.450882353,3.156369921,5.466722987,43.1783411,250.2366914,6.009467657
Chancery Farm (Ardleigh),1,11.9,BlackRock,17.255,18035.29412,3.607252274,0.450882353,3.156369921,5.466722987,43.1783411,250.2366914,6.009467657
Derriton Fields Solar Farm,1,11.8,Sunsave 12 (Derriton Fields) Limited./ Vogt solar,17.11,17883.73702,3.576940855,0.447093426,3.129847429,5.466720147,42.81552014,250.2368214,6.009472856
Hendre Fawr Farm,1,11.6,INRG Solar,16.82,17580.62284,3.516318017,0.439515571,3.076802447,5.466714322,42.08987821,250.2370881,6.009483522
Stratton Hall Solar Park,1,11.6,Stratton Hall Solar Park Limited,16.82,17580.62284,3.516318017,0.439515571,3.076802447,5.466714322,42.08987821,250.2370881,6.009483522
North Farm (Spetisbury),1,11.6,British Solar Renewables,16.82,17580.62284,3.516318017,0.439515571,3.076802447,5.466714322,42.08987821,250.2370881,6.009483522
Knowlton,1,11.541,Sunsave 20 (Knowlton) Ltd/ Vogt Solar,16.73445,17491.20415,3.49843428,0.437280104,3.061154177,5.466712565,41.87581384,250.2371685,6.00948674
Goose Willow Farm,1,11.5,IKAROS SOLAR LIMITED,16.675,17429.06574,3.486006599,0.435726644,3.050279955,5.466711333,41.72705725,250.2372249,6.009488995
Pashley Farm,1,11.5,Bluefield Solar Income Fund,16.675,17429.06574,3.486006599,0.435726644,3.050279955,5.466711333,41.72705725,250.2372249,6.009488995
Burntstalk Solar Park,1,11.5,Lightsource Renewable Energy,16.675,17429.06574,3.486006599,0.435726644,3.050279955,5.466711333,41.72705725,250.2372249,6.009488995
Puriton Landfill Solar Farm,1,11.4,SBC Renewables,16.53,17277.50865,3.45569518,0.431937716,3.023757464,5.466708292,41.36423628,250.2373641,6.009494563
Lincoln Farm,1,11.4,juwi Renewable Energies,16.53,17277.50865,3.45569518,0.431937716,3.023757464,5.466708292,41.36423628,250.2373641,6.009494563
Bobbing solar farm,1,11.3,Solar Securities (Group),16.385,17125.95156,3.425383761,0.428148789,2.997234972,5.466705197,41.00141532,250.2375058,6.00950023
South Newton Farm,1,11.3,Equitix,16.385,17125.95156,3.425383761,0.428148789,2.997234972,5.466705197,41.00141532,250.2375058,6.00950023
Welbeck,1,11.2608,Solar century / Magnetar Solar,16.32816,17066.54118,3.413501685,0.426663529,2.986838156,5.466703968,40.8591895,250.237562,6.009502479
Norrington,1,11.145,Terraform Power (SunEdison),16.16025,16891.03806,3.378401062,0.422275952,2.956125111,5.46670029,40.43904282,250.2377304,6.009509215
South Lees Farm,1,11,Solar Century,15.95,16671.28028,3.334449505,0.416782007,2.917667498,5.466695574,39.91295243,250.2379462,6.00951785
Land to the north and south of Cakers Lane (Wilsom),1,11,Canadian Solar,15.95,16671.28028,3.334449505,0.416782007,2.917667498,5.466695574,39.91295243,250.2379462,6.00951785
Battens Farm Solar Park,1,11,Battens Farm Solar Park Ltd - James Hartley,15.95,16671.28028,3.334449505,0.416782007,2.917667498,5.466695574,39.91295243,250.2379462,6.00951785
North Norfolk Business Centre Solar Park,1,11,Lumicity,15.95,16671.28028,3.334449505,0.416782007,2.917667498,5.466695574,39.91295243,250.2379462,6.00951785
Holton Airfield,1,11,Mr Steven Rademaker,15.95,16671.28028,3.334449505,0.416782007,2.917667498,5.466695574,39.91295243,250.2379462,6.00951785
Penare Farm Solar Farm,1,11,British Solar Renewables (formerly Solar Power Generation),15.95,16671.28028,3.334449505,0.416782007,2.917667498,5.466695574,39.91295243,250.2379462,6.00951785
Wilsom Farm,1,11,Canadian solar,15.95,16671.28028,3.334449505,0.416782007,2.917667498,5.466695574,39.91295243,250.2379462,6.00951785
Grove Solar Park (Phase 2),1,11,Solar Century,15.95,16671.28028,3.334449505,0.416782007,2.917667498,5.466695574,39.91295243,250.2379462,6.00951785
Trequite,1,10.988,Elgin Energy EsCo,15.9326,16653.09343,3.330812135,0.416327336,2.914484799,5.466695178,39.86941391,250.2379644,6.009518574
Hyde Farm,1,10.8,Conergy,15.66,16368.16609,3.273826668,0.409204152,2.864622516,5.466688862,39.1873105,250.2382535,6.00953014
Lower Severalls Farm,1,10.8,Sigma Solar Limited / OPDE,15.66,16368.16609,3.273826668,0.409204152,2.864622516,5.466688862,39.1873105,250.2382535,6.00953014
Rudbaxton Solar Park,1,10.8,Rudbaxton Solar Park Limited,15.66,16368.16609,3.273826668,0.409204152,2.864622516,5.466688862,39.1873105,250.2382535,6.00953014
Upper Meadowley Farm,1,10.7,GDL Upper Meadowley,15.515,16216.609,3.243515249,0.405415225,2.838100024,5.466685412,38.82448953,250.2384114,6.009536457
Homestead Farm,1,10.7,Anesco,15.515,16216.609,3.243515249,0.405415225,2.838100024,5.466685412,38.82448953,250.2384114,6.009536457
Monksham Solar Farm,1,10.7,John Laing Environmental Assets Group,15.515,16216.609,3.243515249,0.405415225,2.838100024,5.466685412,38.82448953,250.2384114,6.009536457
Skegness,1,10.684,Mr. A. Fornal,15.4918,16192.35986,3.238665422,0.404808997,2.833856426,5.466684854,38.76643818,250.238437,6.009537479
Partridge Farm,1,10.6,Eco Energy World,15.37,16065.0519,3.213203831,0.401626298,2.811577533,5.466681896,38.46166857,250.2385723,6.009542893
Fieldscale,1,10.6,SBC Renewables,15.37,16065.0519,3.213203831,0.401626298,2.811577533,5.466681896,38.46166857,250.2385723,6.009542893
Lower Basset Down Farm,1,10.5,INRG Solar,15.225,15913.49481,3.182892412,0.39783737,2.785055042,5.466678314,38.0988476,250.2387363,6.009549453
Danes Farm - extension,1,10.5,Freewatt Renewable Energy,15.225,15913.49481,3.182892412,0.39783737,2.785055042,5.466678314,38.0988476,250.2387363,6.009549453
Tiddiecross Solar Farm,1,10.5,Vogt Solar,15.225,15913.49481,3.182892412,0.39783737,2.785055042,5.466678314,38.0988476,250.2387363,6.009549453
Bluegates Solar Park,1,10.5,Edgar Middleton,15.225,15913.49481,3.182892412,0.39783737,2.785055042,5.466678314,38.0988476,250.2387363,6.009549453
Manor Farm (Monmouthshire),1,10.5,3C Energy/Conergy,15.225,15913.49481,3.182892412,0.39783737,2.785055042,5.466678314,38.0988476,250.2387363,6.009549453
The Flit,1,10.5,United Photovoltaics,15.225,15913.49481,3.182892412,0.39783737,2.785055042,5.466678314,38.0988476,250.2387363,6.009549453
The Elms,1,10.4,Foresight Solar Fund,15.08,15761.93772,3.152580993,0.394048443,2.75853255,5.466674663,37.73602664,250.2389034,6.009556138
Pitchford,1,10.2,Lightsource Renewable Energy,14.79,15458.82353,3.091958156,0.386470588,2.705487568,5.466667146,37.01038471,250.2392475,6.009569902
Hill Farm Solar Park,1,10.2,Lightsource Renewable Energy (BNRG Renewables),14.79,15458.82353,3.091958156,0.386470588,2.705487568,5.466667146,37.01038471,250.2392475,6.009569902
Condover (Green Farm),1,10.2,NextEnergy Solar Fund,14.79,15458.82353,3.091958156,0.386470588,2.705487568,5.466667146,37.01038471,250.2392475,6.009569902
Watchfield Lawn,1,10.2,Belltown Power,14.79,15458.82353,3.091958156,0.386470588,2.705487568,5.466667146,37.01038471,250.2392475,6.009569902
Hall Farm East Beckham,1,10.2,TGC Renewables,14.79,15458.82353,3.091958156,0.386470588,2.705487568,5.466667146,37.01038471,250.2392475,6.009569902
Chisbon,1,10.1,,14.645,15307.26644,3.061646737,0.382681661,2.678965076,5.466663276,36.64756375,250.2394247,6.009576988
Steventon,1,10.03917,Hive Energy,14.5567965,15215.07426,3.043208301,0.380376856,2.662831445,5.466660884,36.42685975,250.2395342,6.009581367
Owls Lodge,1,10.00465,Anesco (previously AEE Renewables),14.5067425,15162.75675,3.032744799,0.379068919,2.653675881,5.466659514,36.30161396,250.2395969,6.009583876
Twemlows,1,10,Sunsave 27 (Twemlows)/ Vogt solar,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Clayhill Farm,1,10,Anesco,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Land On The East Side Of Fosse Way,1,10,Anesco,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Langar Lane,1,10,Kappa Solar/ OPDE,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Bottom Plain,1,10,Inazin Energy/Low Carbon,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Stowbridge Farm - Extension (Phase 1),1,10,FC Palmer and Sons,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Land At Ferry Farm,1,10,BNRG (sold to another developer),14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Tilmanstone Colliery,1,10,Ovenden Plant Hire Limited,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Great Houndbeare Farm,1,10,Sunsave 49 SPV (prev. Cherry Solar),14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Hurcott Copse Solar Farm,1,10,Dillington Farms Ltd,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Orchard Farm,1,10,Omega Solar / OPDE,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Triangle Solar Farm Park,1,10,Savills/ Cambridge County Council,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Stowbridge Farm - Extension (Phase 2),1,10,FC Palmer and Sons,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Hoplass Farm,1,10,Kronos Solar,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Lands West of Belfast Road,1,10,Lightsource Renewable Energy,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Woodlands Farm Solar Park,1,10,Lightsource Renewable Energy,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Ford Farm (Ashurst),1,10,Conergy,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Cwmcaesingrug Farm,1,10,Kronos Solar,14.5,15155.70934,3.031335319,0.378892734,2.652442585,5.466659328,36.28474278,250.2396054,6.009584216
Manston,1,9.831,Vogt Solar,14.7465,14899.57785,2.980109021,0.372489446,2.607619575,5.655157732,35.67157535,241.8985885,5.67594354
Southfield Solar Park,1,9.7614,British Solar Renewables,14.6421,14794.09412,2.959012274,0.369852353,2.589159921,5.655154741,35.41905196,241.8987164,5.675948658
Kerriers Solar Park,1,9.6,Kronos Solar,14.4,14549.48097,2.910089644,0.363737024,2.54635262,5.655147637,34.83345892,241.8990203,5.675960812
Welbeck Colliery,1,9.6,Re-Fin Solar Limited,14.4,14549.48097,2.910089644,0.363737024,2.54635262,5.655147637,34.83345892,241.8990203,5.675960812
High Penn Solar Park,1,9.6,Hive Energy,14.4,14549.48097,2.910089644,0.363737024,2.54635262,5.655147637,34.83345892,241.8990203,5.675960812
Hawkers Farm (resubmission),1,9.5,Greenfields (A),14.25,14397.92388,2.879778225,0.359948097,2.519830128,5.655143115,34.47063796,241.8992138,5.67596855
SPD 3 Grange Farm,1,9.49544,Solar Park Developments,14.24316,14391.01287,2.878396024,0.359775322,2.518620703,5.655142906,34.45409332,241.8992227,5.675968907
Wilton,1,9.484,Primrose Solar,14.226,14373.67474,2.874928398,0.359341869,2.51558653,5.655142382,34.41258661,241.8992451,5.675969803
Teyrdan,1,9.3,,13.95,14094.80969,2.819155388,0.352370242,2.466785146,5.655133778,33.74499603,241.8996131,5.675984525
Sevor Farm,1,9.3,AEE Renewables,13.95,14094.80969,2.819155388,0.352370242,2.466785146,5.655133778,33.74499603,241.8996131,5.675984525
Wisbridge Farm,1,9.3,Push Energy,13.95,14094.80969,2.819155388,0.352370242,2.466785146,5.655133778,33.74499603,241.8996131,5.675984525
Hunters Race Solar Park,1,9.3,Aardvark Environment Matters,13.95,14094.80969,2.819155388,0.352370242,2.466785146,5.655133778,33.74499603,241.8996131,5.675984525
Gawcott Fields Farm,1,9.2,Harper Solar Ltd,13.8,13943.2526,2.788843969,0.348581315,2.440262654,5.655128958,33.38217507,241.8998193,5.675992773
Paddock Wood,1,9.2,Foresight Solar Fund,13.8,13943.2526,2.788843969,0.348581315,2.440262654,5.655128958,33.38217507,241.8998193,5.675992773
Manston Solar Farm extension (Westwood),1,9.2,Sunsave 16 Ltd/ Vogt Solar,13.8,13943.2526,2.788843969,0.348581315,2.440262654,5.655128958,33.38217507,241.8998193,5.675992773
Westwood,1,9.181,Lightsource Renewable Energy,13.7715,13914.45675,2.783084799,0.347861419,2.435223381,5.65512803,33.31323908,241.899859,5.675994361
Marsh Farm Hilperton,1,9.1,Hilperton PV Ltd,13.65,13791.6955,2.75853255,0.344792388,2.413740163,5.655124031,33.0193541,241.9000301,5.676001202
Trehawke Barton (Doddycross) Solar Farm,1,9.1,KS SPV20 Ltd,13.65,13791.6955,2.75853255,0.344792388,2.413740163,5.655124031,33.0193541,241.9000301,5.676001202
Ketton Solar Farm,1,9.04046,Lark Energy,13.56069,13701.45841,2.740485132,0.34253646,2.397948671,5.655121046,32.8033305,241.9001577,5.67600631
Rectory Farm/Emberton,1,9,Low Carbon,13.5,13640.13841,2.728221132,0.34100346,2.387217671,5.655118995,32.65653314,241.9002455,5.676009819
Cefn Betingau Farm,1,9,Wessex Solar Energy,13.5,13640.13841,2.728221132,0.34100346,2.387217671,5.655118995,32.65653314,241.9002455,5.676009819
Woodforde Farm,1,9,Esconrg,13.5,13640.13841,2.728221132,0.34100346,2.387217671,5.655118995,32.65653314,241.9002455,5.676009819
Southern Counties Shooting Ground Phase 1 (resubmission),1,9,British Solar Renewables / NextEenrgy Solar Fund (NESF),13.5,13640.13841,2.728221132,0.34100346,2.387217671,5.655118995,32.65653314,241.9002455,5.676009819
Rotherdale Farm - extension,1,9,Vale Green Energy,13.5,13640.13841,2.728221132,0.34100346,2.387217671,5.655118995,32.65653314,241.9002455,5.676009819
Abbey Farm,1,9,Anesco,13.5,13640.13841,2.728221132,0.34100346,2.387217671,5.655118995,32.65653314,241.9002455,5.676009819
Burton Pedwardine,1,8.99162,Lark Energy,13.48743,13627.43792,2.725681035,0.340685948,2.384995087,5.655118568,32.62612874,241.9002637,5.67601055
Epwell,1,8.988,Mr Bart Dalla Mura,13.482,13621.95156,2.724583761,0.340548789,2.384034972,5.655118384,32.61299462,241.9002716,5.676010866
Brook Farm,1,8.91036,Green Energy UK Direct Ltd,13.36554,13504.28263,2.701049976,0.337607066,2.36344291,5.655114385,32.33130043,241.9004427,5.676017707
Natewood Farm,1,8.9,Haymaker Energy,13.35,13488.58131,2.697909713,0.337214533,2.36069518,5.655113846,32.29371217,241.9004657,5.676018629
Roskrow Farm,1,8.9,Roskrow Solar,13.35,13488.58131,2.697909713,0.337214533,2.36069518,5.655113846,32.29371217,241.9004657,5.676018629
Hayford Farm,1,8.9,WS Systems Ltd,13.35,13488.58131,2.697909713,0.337214533,2.36069518,5.655113846,32.29371217,241.9004657,5.676018629
Braydon Manor Farm,1,8.7,Public Power Solutions,13.05,13185.46713,2.637286876,0.329636678,2.307650197,5.655103193,31.56807025,241.9009214,5.676036857
Somerton Door Farm,1,8.7,Lightsource Renewable Energy,13.05,13185.46713,2.637286876,0.329636678,2.307650197,5.655103193,31.56807025,241.9009214,5.676036857
Balls Wood Solar Farm,1,8.7,Due South Energy & SunE Project6 Ltd,13.05,13185.46713,2.637286876,0.329636678,2.307650197,5.655103193,31.56807025,241.9009214,5.676036857
Playters,1,8.6295,Anesco,12.94425,13078.61938,2.615917325,0.326965484,2.288951841,5.65509932,31.31228147,241.9010871,5.676043484
Wellingborough Solar Farm,1,8.5316,Lark Energy,12.7974,12930.24498,2.586242447,0.323256125,2.262986322,5.655093836,30.95707974,241.9013217,5.676052867
Court Farm (Resubmission),1,8.5,BE Renewables,12.75,12882.35294,2.576664038,0.322058824,2.254605215,5.655092039,30.84242832,241.9013986,5.676055943
Laurelhill,1,8.5,BNRG Northern Power,12.75,12882.35294,2.576664038,0.322058824,2.254605215,5.655092039,30.84242832,241.9013986,5.676055943
Land East of Horton Road,1,8.5,Lark Energy,12.75,12882.35294,2.576664038,0.322058824,2.254605215,5.655092039,30.84242832,241.9013986,5.676055943
Penrhiwarwydd Farm,1,8.5,MTS Hill Farm Solar Ltd,12.75,12882.35294,2.576664038,0.322058824,2.254605215,5.655092039,30.84242832,241.9013986,5.676055943
Land at Heywood Grange,1,8.4,Sovereign Partners,12.6,12730.79585,2.54635262,0.318269896,2.228082723,5.655086262,30.47960735,241.9016457,5.676065826
Carloggas Farm Solar Park,1,8.3,Good Energy Generation,12.45,12579.23875,2.516041201,0.314480969,2.201560232,5.655080347,30.11678639,241.9018987,5.676075948
Hydes,1,8.3,,12.45,12579.23875,2.516041201,0.314480969,2.201560232,5.655080347,30.11678639,241.9018987,5.676075948
Capeland Farm,1,8.3,juwi Renewable Energies,12.45,12579.23875,2.516041201,0.314480969,2.201560232,5.655080347,30.11678639,241.9018987,5.676075948
Canada Farm,1,8.3,British Solar Renewables,12.45,12579.23875,2.516041201,0.314480969,2.201560232,5.655080347,30.11678639,241.9018987,5.676075948
Bowerhouse Farm,1,8.3,KWTN Solar,12.45,12579.23875,2.516041201,0.314480969,2.201560232,5.655080347,30.11678639,241.9018987,5.676075948
Lower House,1,8.22,3C Energy,12.33,12457.99308,2.491792066,0.311449827,2.180342239,5.655075511,29.82652962,241.9021056,5.676084223
Hayford Farm - extension,1,8.2,Green Power,12.3,12427.68166,2.485729782,0.310692042,2.175037741,5.655074287,29.75396542,241.9021579,5.676086317
Halse Farm,1,8.2,AEE Renewables UK 18 Ltd,12.3,12427.68166,2.485729782,0.310692042,2.175037741,5.655074287,29.75396542,241.9021579,5.676086317
Berwick solar farm,1,8.2,Susenco/Low Carbon,12.3,12427.68166,2.485729782,0.310692042,2.175037741,5.655074287,29.75396542,241.9021579,5.676086317
Pencoose,1,8.145,First Solar Project Ltd,12.2175,12344.32526,2.469058502,0.308608131,2.16045037,5.65507089,29.55441389,241.9023032,5.676092128
Horam,1,8.11512,Vogt Solar,12.17268,12299.04,2.46000145,0.307476,2.15252545,5.655069026,29.44600299,241.902383,5.676095318
Tower Hill Farm,1,8.1,NextEnergy Solar Fund (NESF),12.15,12276.12457,2.455418363,0.306903114,2.148515249,5.655068077,29.39114446,241.9024235,5.676096941
Bay Farm,1,8.1,NextEnergy Solar Fund (NESF),12.15,12276.12457,2.455418363,0.306903114,2.148515249,5.655068077,29.39114446,241.9024235,5.676096941
Nowhere Farm,1,8.1,Estover Energy,12.15,12276.12457,2.455418363,0.306903114,2.148515249,5.655068077,29.39114446,241.9024235,5.676096941
Yarburgh,1,8.0861,Green Switch Solutions - SOLD,12.12915,12255.05813,2.451205076,0.306376453,2.144828623,5.655067202,29.34071235,241.902461,5.676098439
Stonebarrow Farm,1,8,British Solar Renewables (formerly known as Solar Power Generation),12,12124.56747,2.425106945,0.303114187,2.121992758,5.655061713,29.0283235,241.9026958,5.676107832
Tiln Farm solar park,1,8,Pfalz Solar,12,12124.56747,2.425106945,0.303114187,2.121992758,5.655061713,29.0283235,241.9026958,5.676107832
